"Producto,""Creado el"",""Valor unitario"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:34:53"",""0.0"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:41:18"",""0.0"""
"Prueba,""2025-10-30 12:39:34"",""0.0"""
"[103337] ARO PASANTE COLGANTE GOTA GRANDE PLANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103319] ARO PASANTE ARGOLLA MEDIANA PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103378] ARO PASANTE GOTA GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103389] ARO PASANTE IRREGULAR (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103390] ARO PASANTE IRREGULAR (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103383] ARO PASANTE GOTA GRANDE DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103372] ARO PASANTE GLOBO IRREGULAR PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103391] ARO PASANTE IRREGULAR CHICO SIMIL ARGOLLA DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103388] ARO PASANTE HEXAGONAL MEDIANO PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103293] ARO PASANTE ARGOLLA CHICA LISA PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103292] ARO PASANTE ARGOLLA C/ ARANDELAS (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103291] ARO PASANTE ARGOLLA C/ ARANDELAS (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103300] ARO PASANTE ARGOLLA GRANDE ESCAMAS (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103322] ARO PASANTE ARGOLLA MEDIANA TORCIDA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103321] ARO PASANTE ARGOLLA MEDIANA TORCIDA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103416] ARO PASANTE SEMI ARGOLLA GRANDE ESTILO GOTA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103417] ARO PASANTE SEMI ARGOLLA GRANDE ESTILO GOTA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103308] ARO PASANTE ARGOLLA GRANDE PLANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103307] ARO PASANTE ARGOLLA GRANDE PLANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103415] ARO PASANTE SEMI ARGOLLA GRANDE CORRUGADO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103414] ARO PASANTE SEMI ARGOLLA GRANDE CORRUGADO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103297] ARO PASANTE ARGOLLA GRANDE (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103298] ARO PASANTE ARGOLLA GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103302] ARO PASANTE ARGOLLA GRANDE GANCHO PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103318] ARO PASANTE ARGOLLA MEDIANA GRUESA PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103358] ARO PASANTE ESTILO V MEDIANO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103357] ARO PASANTE ESTILO V MEDIANO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103338] ARO PASANTE COLGANTE GOTA MEDIANA PLANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103815] SET X2 ANILLOS INFANTILES FLORES PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103814] SET X2 ANILLOS INFANTILES FLOR/CORAZON LILA,""2025-12-09 11:30:31"",""0.0"""
"[103817] SET X2 ANILLOS INFANTILES MOÑO/CHERRY,""2025-12-09 11:30:31"",""0.0"""
"[103813] SET X2 ANILLOS INFANTILES CONEJO/CEREZAS,""2025-12-09 11:30:31"",""0.0"""
"[103816] SET X2 ANILLOS INFANTILES HELADO/CORAZON,""2025-12-09 11:30:31"",""0.0"""
"[103857] SET X2 PULSERAS CRISTAL ROMBO CELESTE/AZUL,""2025-12-09 11:30:31"",""0.0"""
"[103856] SET X2 PULSERAS CRISTAL ROMBO BLANCO/BEIGE,""2025-12-09 11:30:31"",""0.0"""
"[103858] SET X2 PULSERAS CRISTAL ROMBO ROSA/ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103859] SET X2 PULSERAS CRISTAL ROMBO VIOLETA/GRIS,""2025-12-09 11:30:31"",""0.0"""
"[103732] ROSARIO MADERA MARRON,""2025-12-09 11:30:31"",""0.0"""
"[103434] ARO PASANTE SEMI CUADRADO GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103407] ARO PASANTE SEMI ARGOLLA CORRUGADA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103405] ARO PASANTE SEMI ARGOLLA CHICA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103904] SET X4 MINI GOMITAS C/ BOLITAS OREJITAS,""2025-12-09 11:30:31"",""0.0"""
"[103447] BANDOLERA FRIDA (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103449] BANDOLERA FRIDA (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103448] BANDOLERA FRIDA (BEIGE),""2025-12-09 11:30:31"",""0.0"""
"[103510] CARTUCHERA CILINDRO (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103511] CARTUCHERA CILINDRO (CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103509] CARTUCHERA CILINDRO (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103512] CARTUCHERA CILINDRO (DURAZNO),""2025-12-09 11:30:31"",""0.0"""
"[103513] CARTUCHERA CILINDRO (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103516] CARTUCHERA CILINDRO (VISON),""2025-12-09 11:30:31"",""0.0"""
"[103530] CARTUCHERA LUNA (PU, BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103533] CARTUCHERA LUNA (PU, GRIS),""2025-12-09 11:30:31"",""0.0"""
"[103543] CARTUCHERA MONI (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103544] CARTUCHERA MONI (CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103548] CARTUCHERA PU (PU, AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103549] CARTUCHERA PU (PU, BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103551] CARTUCHERA PU (PU, CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103556] CARTUCHERA PU (PU, VISON),""2025-12-09 11:30:31"",""0.0"""
"[103576] MOCHILA LOLA (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103578] MOCHILA LOLA (CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103579] MOCHILA LOLA (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103580] MOCHILA LOLA (GRIS),""2025-12-09 11:30:31"",""0.0"""
"[103583] MOCHILA MARINERA (CANVA/DENIM, REPTIL),""2025-12-09 11:30:31"",""0.0"""
"[103586] MONEDERO EVA,""2025-12-09 11:30:31"",""0.0"""
"[103593] PHONEBAG 01 (PU, AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103594] PHONEBAG 01 (PU, BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103595] PHONEBAG 01 (PU, CELESTE),""2025-12-09 11:30:31"",""0.0"""
"[103596] PHONEBAG 01 (PU, CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103597] PHONEBAG 01 (PU, FUCSIA),""2025-12-09 11:30:31"",""0.0"""
"[103598] PHONEBAG 01 (PU, ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103599] PHONEBAG 01 (PU, VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103592] PHONEBAG 01 (CROCO, VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103611] PORTACOSMETICOS LAURA (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103607] PORTACOSMETICOS LAURA (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103610] PORTACOSMETICOS LAURA (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103616] PORTACOSMETICOS LAURA (VISON),""2025-12-09 11:30:31"",""0.0"""
"[103605] PORTACOSMETICOS LAURA (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103615] PORTACOSMETICOS LAURA (VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103609] PORTACOSMETICOS LAURA (CELESTE),""2025-12-09 11:30:31"",""0.0"""
"[103617] PORTACOSMETICOS UMA (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103618] PORTACOSMETICOS UMA (BEIGE),""2025-12-09 11:30:31"",""0.0"""
"[103620] PORTACOSMETICOS UMA (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103623] PORTACOSMETICOS UMA (DURAZNO),""2025-12-09 11:30:31"",""0.0"""
"[103621] PORTACOSMETICOS UMA (CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103622] PORTACOSMETICOS UMA (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103624] PORTACOSMETICOS UMA (GRIS),""2025-12-09 11:30:31"",""0.0"""
"[103625] PORTACOSMETICOS UMA (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103628] PORTACOSMETICOS UMA (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103631] PORTALENTES LUZ (ANIMAL PRINT),""2025-12-09 11:30:31"",""0.0"""
"[103632] PORTALENTES LUZ (VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103718] RIÑONERA CARLA (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103719] RIÑONERA CARLA (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103720] RIÑONERA CARLA (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103721] RIÑONERA CARLA (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103723] RIÑONERA CARLA (NEGRO TRAMA),""2025-12-09 11:30:31"",""0.0"""
"[103724] RIÑONERA CARLA (ROJO),""2025-12-09 11:30:31"",""0.0"""
"[103725] RIÑONERA CARLA (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103726] RIÑONERA FLAT (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103727] RIÑONERA FLAT (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103731] RIÑONERA FLAT (NEGRO TRAMA),""2025-12-09 11:30:31"",""0.0"""
"[103729] RIÑONERA FLAT (ROJO),""2025-12-09 11:30:31"",""0.0"""
"[103730] RIÑONERA FLAT (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103935] SHOPPER CORA (CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103938] SHOPPER FLORES,""2025-12-09 11:30:31"",""0.0"""
"[103939] SHOPPER MARU (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103940] SHOPPER MARU (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103941] SHOPPER MARU (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103943] SHOPPER MARU (CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103944] SHOPPER MARU (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103942] SHOPPER MARU (CELESTE),""2025-12-09 11:30:31"",""0.0"""
"[103945] SHOPPER MARU (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103946] SHOPPER MARU (ROJO),""2025-12-09 11:30:31"",""0.0"""
"[103948] SHOPPER MARU (VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103951] SOBRE ANALIA CHICO (PU, AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103952] SOBRE ANALIA CHICO (PU, BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103953] SOBRE ANALIA CHICO (PU, BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103954] SOBRE ANALIA CHICO (PU, CORAL),""2025-12-09 11:30:31"",""0.0"""
"[103956] SOBRE ANALIA CHICO (PU, NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103961] SOBRE ANALIA GRANDE (PU, AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103962] SOBRE ANALIA GRANDE (PU, BEIGE),""2025-12-09 11:30:31"",""0.0"""
"[103963] SOBRE ANALIA GRANDE (PU, BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103964] SOBRE ANALIA GRANDE (PU, BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103966] SOBRE ANALIA GRANDE (PU, GRIS),""2025-12-09 11:30:31"",""0.0"""
"[103967] SOBRE ANALIA GRANDE (PU, NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103970] SOBRE ANALIA GRANDE (PU, VISON),""2025-12-09 11:30:31"",""0.0"""
"[103601] PHONEBAG SOFIA (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103602] PHONEBAG SOFIA (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103600] PHONEBAG SOFIA (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103604] PHONEBAG SOFIA (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103514] CARTUCHERA CILINDRO (SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103521] CARTUCHERA JANA (SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103535] CARTUCHERA LUNA (PU, SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103547] CARTUCHERA MONI (SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103619] PORTACOSMETICOS UMA (BLANCO),""2025-12-09 11:30:31"",""0.0"""
"[103949] SHOPPER MARU (SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103957] SOBRE ANALIA CHICO (PU, SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103959] SOBRE ANALIA CHICO (PU, VISON),""2025-12-09 11:30:31"",""0.0"""
"[103969] SOBRE ANALIA GRANDE (PU, SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103629] PORTACOSMETICOS UMA (SALMON),""2025-12-09 11:30:31"",""0.0"""
"[103613] PORTACOSMETICOS LAURA (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103606] PORTACOSMETICOS LAURA (BEIGE),""2025-12-09 11:30:31"",""0.0"""
"[103947] SHOPPER MARU (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103462] BOLSO PATRICIA,""2025-12-09 11:30:31"",""0.0"""
"[103977] SOBRE PRAGA (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103490] CADENA LETRA (A, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103491] CADENA LETRA (B, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103492] CADENA LETRA (C, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103493] CADENA LETRA (D, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103494] CADENA LETRA (E, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103495] CADENA LETRA (F, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103496] CADENA LETRA (G, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103497] CADENA LETRA (J, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103508] CADENA LETRA (L, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103506] CADENA LETRA (M, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103498] CADENA LETRA (N, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103499] CADENA LETRA (R, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103504] CADENA LETRA (S, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103500] CADENA LETRA (T, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103501] CADENA LETRA (V, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103502] CADENA LETRA (Y, PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103477] CADENA LETRA (A, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103478] CADENA LETRA (B, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103479] CADENA LETRA (C, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103480] CADENA LETRA (D, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103481] CADENA LETRA (E, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103482] CADENA LETRA (F, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103483] CADENA LETRA (G, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103484] CADENA LETRA (J, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103507] CADENA LETRA (L, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103505] CADENA LETRA (M, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103485] CADENA LETRA (N, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103486] CADENA LETRA (R, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103503] CADENA LETRA (S, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103487] CADENA LETRA (T, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103488] CADENA LETRA (V, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103489] CADENA LETRA (Y, DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103475] CADENA CRUZ BRILLOS RECTA PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103476] CADENA CRUZ BRILLOS REDONDOS PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103975] SOBRE PAMPA CHICO (SUELA),""2025-12-09 11:30:31"",""0.0"""
"[103972] SOBRE PAMPA CHICO (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103974] SOBRE PAMPA CHICO (ROJO),""2025-12-09 11:30:31"",""0.0"""
"[103591] NECESSAIRE TOM,""2025-12-09 11:30:31"",""0.0"""
"[103973] SOBRE PAMPA CHICO (RAYAS),""2025-12-09 11:30:31"",""0.0"""
"[103630] PORTACOSMETICOS UMA (VISON),""2025-12-09 11:30:31"",""0.0"""
"[103515] CARTUCHERA CILINDRO (VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103976] SOBRE PAMPA GRANDE,""2025-12-09 11:30:31"",""0.0"""
"[103680] PULSERA HILO REGULABLE OJO TURCO CELESTE/PLATEADO ,""2025-12-09 11:30:31"",""0.0"""
"[103958] SOBRE ANALIA CHICO (PU, VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103978] SOBRE PRAGA (CELESTE),""2025-12-09 11:30:31"",""0.0"""
"[103519] CARTUCHERA CILINDRO (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103517] CARTUCHERA CILINDRO (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103518] CARTUCHERA CILINDRO (GRIS),""2025-12-09 11:30:31"",""0.0"""
"[103522] CARTUCHERA JANA (AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103526] CARTUCHERA JANA (ROSA),""2025-12-09 11:30:31"",""0.0"""
"[103524] CARTUCHERA JANA (CRUDO),""2025-12-09 11:30:31"",""0.0"""
"[103527] CARTUCHERA JANA (VISON),""2025-12-09 11:30:31"",""0.0"""
"[103537] CARTUCHERA LUNA (PU, AZUL),""2025-12-09 11:30:31"",""0.0"""
"[103540] CARTUCHERA LUNA (PU, VISON),""2025-12-09 11:30:31"",""0.0"""
"[103539] CARTUCHERA LUNA (PU, NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103525] CARTUCHERA JANA (NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103772] SCRAP MARRO GRANDE 44990,""2025-12-09 11:30:31"",""0.0"""
"[103766] SCRAP MARRO GRANDE 14990,""2025-12-09 11:30:31"",""0.0"""
"[103767] SCRAP MARRO GRANDE 19990,""2025-12-09 11:30:31"",""0.0"""
"[103768] SCRAP MARRO GRANDE 24990,""2025-12-09 11:30:31"",""0.0"""
"[103769] SCRAP MARRO GRANDE 29990,""2025-12-09 11:30:31"",""0.0"""
"[103770] SCRAP MARRO GRANDE 34990,""2025-12-09 11:30:31"",""0.0"""
"[103771] SCRAP MARRO GRANDE 39990,""2025-12-09 11:30:31"",""0.0"""
"[103759] SCRAP MARRO CHICA 3990,""2025-12-09 11:30:31"",""0.0"""
"[103760] SCRAP MARRO CHICA 4990,""2025-12-09 11:30:31"",""0.0"""
"[103761] SCRAP MARRO CHICA 5990,""2025-12-09 11:30:31"",""0.0"""
"[103762] SCRAP MARRO CHICA 6990,""2025-12-09 11:30:31"",""0.0"""
"[103763] SCRAP MARRO CHICA 7990,""2025-12-09 11:30:31"",""0.0"""
"[103764] SCRAP MARRO CHICA 8990,""2025-12-09 11:30:31"",""0.0"""
"[103765] SCRAP MARRO CHICA 9990,""2025-12-09 11:30:31"",""0.0"""
"[103758] SCRAP MARRO CHICA 14990,""2025-12-09 11:30:31"",""0.0"""
"[103751] SCRAP HOME 3990,""2025-12-09 11:30:31"",""0.0"""
"[103752] SCRAP HOME 4990,""2025-12-09 11:30:31"",""0.0"""
"[103753] SCRAP HOME 5990,""2025-12-09 11:30:31"",""0.0"""
"[103754] SCRAP HOME 6990,""2025-12-09 11:30:31"",""0.0"""
"[103755] SCRAP HOME 7990,""2025-12-09 11:30:31"",""0.0"""
"[103756] SCRAP HOME 8990,""2025-12-09 11:30:31"",""0.0"""
"[103757] SCRAP HOME 9990,""2025-12-09 11:30:31"",""0.0"""
"[103746] SCRAP HOME 14990,""2025-12-09 11:30:31"",""0.0"""
"[103785] SCRAP TEXTIL 7990,""2025-12-09 11:30:31"",""0.0"""
"[103786] SCRAP TEXTIL 8990,""2025-12-09 11:30:31"",""0.0"""
"[103787] SCRAP TEXTIL 9990,""2025-12-09 11:30:31"",""0.0"""
"[103778] SCRAP TEXTIL 14990,""2025-12-09 11:30:31"",""0.0"""
"[103780] SCRAP TEXTIL 24990,""2025-12-09 11:30:31"",""0.0"""
"[103781] SCRAP TEXTIL 29990,""2025-12-09 11:30:31"",""0.0"""
"[103782] SCRAP TEXTIL 34990,""2025-12-09 11:30:31"",""0.0"""
"[103783] SCRAP TEXTIL 39990,""2025-12-09 11:30:31"",""0.0"""
"[103784] SCRAP TEXTIL 44990,""2025-12-09 11:30:31"",""0.0"""
"[103733] SCRAP BEAUTY 3990,""2025-12-09 11:30:31"",""0.0"""
"[103734] SCRAP BEAUTY 4990,""2025-12-09 11:30:31"",""0.0"""
"[103735] SCRAP BEAUTY 5990,""2025-12-09 11:30:31"",""0.0"""
"[103736] SCRAP BEAUTY 6990,""2025-12-09 11:30:31"",""0.0"""
"[103737] SCRAP BEAUTY 7990,""2025-12-09 11:30:31"",""0.0"""
"[103738] SCRAP BEAUTY 8990,""2025-12-09 11:30:31"",""0.0"""
"[103739] SCRAP BEAUTY 9990,""2025-12-09 11:30:31"",""0.0"""
"[103750] SCRAP HOME 29990,""2025-12-09 11:30:31"",""0.0"""
"[103936] SHOPPER CORA (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103538] CARTUCHERA LUNA (PU, CELESTE),""2025-12-09 11:30:31"",""0.0"""
"[103740] SCRAP BIJOU 1990,""2025-12-09 11:30:31"",""0.0"""
"[103741] SCRAP BIJOU 2990,""2025-12-09 11:30:31"",""0.0"""
"[103742] SCRAP BIJOU 3990,""2025-12-09 11:30:31"",""0.0"""
"[103743] SCRAP BIJOU 4990,""2025-12-09 11:30:31"",""0.0"""
"[103744] SCRAP BIJOU 5990,""2025-12-09 11:30:31"",""0.0"""
"[103745] SCRAP BIJOU 6990,""2025-12-09 11:30:31"",""0.0"""
"[103285] ARMA TU LOOK (CORAZONES GRANDES),""2025-12-09 11:30:31"",""0.0"""
"[103287] ARMA TU LOOK (LETRAS COLORES CUBOS BLANCOS),""2025-12-09 11:30:31"",""0.0"""
"[103286] ARMA TU LOOK (LETRAS BYN CUBOS),""2025-12-09 11:30:31"",""0.0"""
"[103288] ARMA TU LOOK (LETRAS CUBO NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103979] SOBRE PRAGA (VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103557] CARTUCHERA PU (PU, VERDE),""2025-12-09 11:30:31"",""0.0"""
"[103523] CARTUCHERA JANA (BORDO),""2025-12-09 11:30:31"",""0.0"""
"[103960] SOBRE ANALIA CHICO (PU, NEGRO TRAMA),""2025-12-09 11:30:31"",""0.0"""
"[103177] ARMA TU LOOK (CORAZONES PASTEL GRANDES),""2025-12-09 11:30:31"",""0.0"""
"[103276] ARMA TU LOOK (LETRAS CUBOS PLATEADOS),""2025-12-09 11:30:31"",""0.0"""
"[103275] ARMA TU LOOK (LETRAS CUBOS DORADOS),""2025-12-09 11:30:31"",""0.0"""
"[103278] ARMA TU LOOK (LETRAS CUBOS COLORES MEDIANOS),""2025-12-09 11:30:31"",""0.0"""
"[103277] ARMA TU LOOK (LETRAS CUBOS COLORES CHICOS),""2025-12-09 11:30:31"",""0.0"""
"[103272] ARMA TU LOOK (LETRAS TRANSPARENTES COLORES),""2025-12-09 11:30:31"",""0.0"""
"[103273] ARMA TU LOOK (LETRAS COLORES/BLANCO REDONDAS),""2025-12-09 11:30:31"",""0.0"""
"[103271] ARMA TU LOOK (LETRAS BYN REDONDAS),""2025-12-09 11:30:31"",""0.0"""
"[103279] ARMA TU LOOK (LETRAS DORADAS),""2025-12-09 11:30:31"",""0.0"""
"[103274] ARMA TU LOOK (LETRAS CORAZONES CHICOS),""2025-12-09 11:30:31"",""0.0"""
"[103270] ARMA TU LOOK (LETRAS BYN CUBO NEGRO),""2025-12-09 11:30:31"",""0.0"""
"[103283] ARMA TU LOOK (LETRAS PASTEL CUBOS BLANCOS),""2025-12-09 11:30:31"",""0.0"""
"[103269] ARMA TU LOOK (DIBUJOS TRANSPARENTES),""2025-12-09 11:30:31"",""0.0"""
"[103267] ARMA TU LOOK (CUBOS BLANCOS CARITAS),""2025-12-09 11:30:31"",""0.0"""
"[103268] ARMA TU LOOK (CUBOS COLORES CARITAS),""2025-12-09 11:30:31"",""0.0"""
"[103280] ARMA TU LOOK (LETRAS FLUO TRANSPARENTES),""2025-12-09 11:30:31"",""0.0"""
"[103284] ARMA TU LOOK (LETRAS FLUO TRANSPARENTES CHICAS),""2025-12-09 11:30:31"",""0.0"""
"[103266] ARMA TU LOOK (CORAZONES LETRAS PLATEADOS),""2025-12-09 11:30:31"",""0.0"""
"[103265] ARMA TU LOOK (CORAZONES LETRAS DORADOS),""2025-12-09 11:30:31"",""0.0"""
"[103282] ARMA TU LOOK (LETRAS METALIZADAS TRANSPARENTES),""2025-12-09 11:30:31"",""0.0"""
"[100893] ARMA TU LOOK (CARITAS PASTEL REDONDAS),""2025-12-09 11:30:31"",""0.0"""
"[103996] ARMA TU LOOK (CARITAS TRANSPARENTES),""2025-12-09 11:30:31"",""0.0"""
"[100892] ARMA TU LOOK (CARITAS TRANSPARENTES FLUO),""2025-12-09 11:30:31"",""0.0"""
"[100557] ARMA TU LOOK (CARITAS MATE FLUO),""2025-12-09 11:30:31"",""0.0"""
"[103773] SCRAP PELO 1490,""2025-12-09 11:30:31"",""0.0"""
"[103774] SCRAP PELO 1990,""2025-12-09 11:30:31"",""0.0"""
"[103775] SCRAP PELO 2990,""2025-12-09 11:30:31"",""0.0"""
"[103776] SCRAP PELO 3990,""2025-12-09 11:30:31"",""0.0"""
"[103777] SCRAP PELO 6990,""2025-12-09 11:30:31"",""0.0"""
"[103559] CHALINA SELECCION,""2025-12-09 11:30:31"",""0.0"""
"[103747] SCRAP HOME 1990,""2025-12-09 11:30:31"",""0.0"""
"[103749] SCRAP HOME 2990,""2025-12-09 11:30:31"",""0.0"""
